no;nama;kbli;latitude;longitude;alamat;prov_nama;prov_id;kako_nama;kako_id;kategori_kbli;kategori_nama;golongan_kbli;golongan_nama
1299;PR Andestab;;-3,3593759;104,6280955;Jl pahlawan abu sama no 89 ds 1 rt 002, Tanjung Atap Barat, Tanjung Batu, Kabupaten Ogan Ilir, Sumatera Selatan;SUMATERA SELATAN;16;KABUPATEN OGAN ILIR;1610;;;;
1300;PR Adhika Putra Nusantara;;-2,9685238;104,7577522;JALAN BAY SALIM NO. 212, Sekip Jaya, Kemuning, Kota Palembang, Sumatera Selatan;SUMATERA SELATAN;16;KOTA PALEMBANG;1671;;;;
1301;CV Aditya Karya Kencana;;-2,9852579;104,7572998;JL. AKBP. HM. AMIN NO. 38 (SERELO) KELURAHAN 18 ILIR,  Ilir, Ilir Timur I, Kota Palembang, Sumatera Selatan;SUMATERA SELATAN;16;KOTA PALEMBANG;1671;;;;
1302;PR Albarokah;;-2,9477921;104,844792;jalan taqwa mata merah perumahan cipta permai 2 blok f7, Sei Selincah, Kalidoni, Kota Palembang, Sumatera Selatan;SUMATERA SELATAN;16;KOTA PALEMBANG;1671;;;;
1303;PR Ambo Elen;;-2,9671956;104,7404303;Jl. Ariodila No.2126,  Ilir D. I, Ilir Timur I, Kota Palembang, Sumatera Selatan;SUMATERA SELATAN;16;KOTA PALEMBANG;1671;;;;
1304;PR Akil Chandra;;-3,7028914;102,2719604;Pasar Pedati, Pasar Pedati, Pondok Kelapa, Kabupaten Bengkulu Tengah, Bengkulu;BENGKULU;17;KABUPATEN BENGKULU TENGAH;1709;;;;
1305;PR Agus Susanti;;-5,1795462;105,5389048;Sukadana naru, Sukadana  Baru, Marga Tiga, Kabupaten Lampung Timur, Lampung;LAMPUNG;18;KABUPATEN LAMPUNG TIMUR;1804;;;;
1306;CV Anugrah Jaya Mandiri Lampung;;-5,0153569;105,3775245;Dusun III, Trisnomulyo, Batanghari  Nuban, Kabupaten Lampung Timur, Lampung;LAMPUNG;18;KABUPATEN LAMPUNG TIMUR;1804;;;;
1307;PT Andini Agro Loka;;-4,9271808;104,9778648;Jl Way Tebabeng Kampung Bandar Putih Tua, Bandar Putih Tua, Anak Ratu Aji, Kabupaten Lampung Tengah, Lampung;LAMPUNG;18;KABUPATEN LAMPUNG TENGAH;1805;;;;
1308;PT Aneka Coklat Kakoa;;-5,4508193;105,2677233;Jalan Ikan Mas Gudang Lelang No.46, Kangkung, Bumi Waras, Kota Bandar Lampung, Lampung;LAMPUNG;18;KOTA BANDAR LAMPUNG;1871;;;;
1309;PR Allysa Tapis Lampung;;-5,1067816;105,341514;Jl. Cumi-cumi No.08 RT/RW : 31/12 yosodadi metro timur, Yosodadi, Metro Timur, Kota Metro, Lampung;LAMPUNG;18;KOTA METRO;1872;;;;
1310;PR Andhika Mudyatama;;-5,1010221;105,2788767;Jl. Dewi sartika rt 24 rw 05, Banjarsari, Metro Utara, Kota Metro, Lampung;LAMPUNG;18;KOTA METRO;1872;;;;
1311;PR Afrilia Ilkarita;;-1,8868296;106,0816536;Perumahan graha arwana 2 no 86 air ruai Pemali Bangka, Air Ruai, Pemali, Kabupaten Bangka, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KABUPATEN BANGKA;1901;;;;
1312;PT  Skl Logam Primamandiri;;1,047862;103,9393531;Jl. Brigjen Katamso No. 17, Tanjung Uncang, Batu Aji, Kota Batam, Kepulauan Riau;KEPULAUAN RIAU;21;KOTA BATAM;2171;;;;
1313;PT Agroternakindo Terpadujaya;;1,0141958;103,7810579;Pulau Kepala Jeri, Kasu, Belakang Padang, Kota Batam, Kepulauan Riau;KEPULAUAN RIAU;21;KOTA BATAM;2171;;;;
1314;PR Agus Trimarhadi;;0,7002335;104,2322442;AIR LINGKA RT003/RW005, Galang Baru, Galang, Kota Batam, Kepulauan Riau;KEPULAUAN RIAU;21;KOTA BATAM;2171;;;;
1315;PT Abadi Technology Terbaik;;-6,2138058;106,8312357;Gd. Wirausaha Lt. 1 Unit 104. Jl. HR. Rasuna Said Kav. C-5, Karet, Setiabudi, Kota Jakarta Selatan, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA SELATAN;3171;;;;
1316;PT Abadi Aksara;;-6,193151;106,922659;Jalan Dokter Krt. Radjiman Widyodiningrat No 23 A, Rawa Terate, Cakung, Kota Jakarta Timur, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA TIMUR;3172;;;;
1317;PT Absari Bakti Usaha;;-6,2038387;106,8579471;Gedung Ascom, Jalan Matraman Raya No. 67, Palmeriam, Matraman, Kota Jakarta Timur, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA TIMUR;3172;;;;
1318;PT Super Spring;;-6,1780125;106,8127512;SUPERSPRING Building, Jl. Cideng Timur No.81, Petojo Sel., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus IbukotaJakarta10160, Petojo Selatan, Gambir, Kota Jakarta Pusat, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA PUSAT;3173;;;;
1319;PR Abdul Halim;;-6,160701;106,8595771;Bend jago jln taruna gg2 rt001/003 no.1, Serdang, Kemayoran, Kota Jakarta Pusat, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA PUSAT;3173;;;;
1320;PT ACER INDONESIA;;-6,192601;106,822423;The Plaza Office Tower level 42 Jl MH Thamrin Kav 28-30, Gondangdia, Menteng, Kota Jakarta Pusat, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA PUSAT;3173;;;;
1321;PT MAP AKTIF ADIPERKASA Tbk;;-6,2125;106,8204649;SAHID SUDIRMAN CENTER LT.26 JL. JEND. SUDIRMAN KAV.86, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA PUSAT;3173;;;;
1322;PT  Adira Semesta Industry;;-6,9969403;107,5552097;Jl. Terusan Katapang Km.12 Katapang Kulon Kampung Baraja No.88 RT.001 RW.015., Cilampeni, Katapang, Kabupaten Bandung, Jawa Barat;JAWA BARAT;32;KABUPATEN BANDUNG;3204;;;;
1323;PT Abadi Cahaya Nusantara Indonesia;;-6,9840585;107,6217725;Jl. Raya Dayeuhkolot No.180, Citeureup, Dayeuhkolot, Kabupaten Bandung, Jawa Barat;JAWA BARAT;32;KABUPATEN BANDUNG;3204;;;;
1324;PT Abadi Global Metalindo;;-6,3576555;107,1096836;Jalan Kenari Blok G1 No. 25 A, Sukamahi, Cikarang Pusat, Kabupaten Bekasi, Jawa Barat;JAWA BARAT;32;KABUPATEN BEKASI;3216;;;;
1325;PT ABADI JAYA TEKNOLOGI;;-6,2972578;107,185565;Kampung Rawabangkong RT.001 RW.002, SERTAJAYA, CIKARANG TIMUR, Kabupaten Bekasi, Jawa Barat;JAWA BARAT;32;KABUPATEN BEKASI;3216;;;;
1326;PT Aarti Jaya;;-6,9397472;107,6031986;Jl. Inhoftank No.34, Pelindung Hewan, Astana Anyar, Kota Bandung, Jawa Barat;JAWA BARAT;32;KOTA BANDUNG;3273;;;;
1327;CV Abadi Jaya Garment;;-7,3937068;110,8121981;JL RAYA GEMOLONG - KARANGGEDE KM 2 KP MIJAHAN, NGEMBATPADAS, GEMOLONG, KAB. SRAGEN, JAWA TENGAH,, Ngembatpadas, Gemolong, Kabupaten Sragen, Jawa Tengah;JAWA TENGAH;33;KABUPATEN SRAGEN;3314;;;;
1328;PT Abadi Jaya Manunggal;;-6,9565153;110,2499582;JL RAYA KM 19, NOLOKERTO, KALIWUNGU, NOLOKERTO, KALIWUNGU, Kabupaten Kendal, Jawa Tengah;JAWA TENGAH;33;KABUPATEN KENDAL;3324;;;;
1329;PT Abdi Insan Semesta;;-7,0486844;110,4117092;Villa Aster 2/G2a, Srondol Kulon, Banyumanik, Kota Semarang, Jawa Tengah;JAWA TENGAH;33;KOTA SEMARANG;3374;;;;
1330;CV Adhita Pratama;;-7,706886;110,3927497;Jalan Palagan Rejondani, Ngemplak, Donoharjo, Ngaglik, Sleman, Donoharjo, Ngaglik, Kabupaten Sleman, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN SLEMAN;3404;;;;
1331;PT Abadi Makmur Manufaktur;;-7,5492223;112,6135248;JL SEDATI NO 08 , DESA SEDATI NGORO, SEDATI, NGORO, Kabupaten Mojokerto, Jawa Timur;JAWA TIMUR;35;KABUPATEN MOJOKERTO;3516;;;;
1332;PT Abadi Lestari Indonesia;;-7,1929812;111,9595465;Jl Raya Bojonegoro Babat RT007 RW 001 Desa Balenrejo, Balenrejo, Balen, Kabupaten Bojonegoro, Jawa Timur;JAWA TIMUR;35;KABUPATEN BOJONEGORO;3522;;;;
1333;PR Abdul Gofur;;-7,1674223;112,0270383;JL. Diponegoro, Desa/Kelurahan Mejuwet, Kec. Sumberejo, Kab. Bojonegoro, Provinsi Jawa Timur, Pohwates, Kepohbaru, Kabupaten Bojonegoro, Jawa Timur;JAWA TIMUR;35;KABUPATEN BOJONEGORO;3522;;;;
1334;PT Abadi Sejahtera Mulia;;-6,2252424;106,5109271;JL. raya serang km 16, Telagasari, Cikupa, Kabupaten Tangerang, Banten;BANTEN;36;KABUPATEN TANGERANG;3603;;;;
1335;PT Acooler Cold Chain Equipment;;-6,0777235;106,707034;Pergudangan pantai indah dadap BLOK LB NO. 05, Kosambi Tim., Kec. Kosambi, Kabupaten Tangerang, Banten 15213, Kosambi Timur, Kosambi, Kabupaten Tangerang, Banten;BANTEN;36;KABUPATEN TANGERANG;3603;;;;
1336;PT ACOSTA SUPER FOOD;;-6,2238164;106,5456484;JL. RAYA SERANG KM. 12 RT. 005/002 DESA BITUNG JAYA, BITUNG JAYA, CIKUPA, Kabupaten Tangerang, Banten;BANTEN;36;KABUPATEN TANGERANG;3603;;;;
1337;PT Adhi Cipta Indah;;-6,192183;106,5614843;Jl. Kasir 1 no 88 , Komplek Gajah Tunggal, Pasir Jaya, Jatiuwung, Kota Tangerang, Banten;BANTEN;36;KOTA TANGERANG;3671;;;;
1338;PT Abdi Patra Sejati;;-6,3301973;106,6745878;Taman Tekno BSD, Blok J3 No. 09, Setu, Setu, Kota Tangerang Selatan, Banten;BANTEN;36;KOTA TANGERANG SELATAN;3674;;;;
1339;PT Adasakti Daya Asoka;;-6,3301973;106,6745878;Taman Tekno BSD Sektor XI E 3/36, Setu, Setu, Kota Tangerang Selatan, Banten;BANTEN;36;KOTA TANGERANG SELATAN;3674;;;;
1340;PR Agung Koko Wichaksana Sapanca;;-8,5427622;115,1280567;Jln.Werkudara No.18, Delod Peken, Tabanan, Kabupaten Tabanan, Bali;BALI;51;KABUPATEN TABANAN;5102;;;;
1341;PT Aiti Solusi Kreatif;;-8,6979302;115,1776914;Jl. Sunset Road No. 99, Lingkungan Legian Kaja, Legian, Kuta, Kabupaten Badung, Bali;BALI;51;KABUPATEN BADUNG;5103;;;;
1342;PT Alex Villas Concrete;;-8,5061805;115,1876363;Jalan Kebo Iwa, Banjar Dukuh Moncos, Desa/Kelurahan Sobangan, Kec. Mengwi, Kab. Badung, Provinsi Bali,, Sobangan, Mengwi, Kabupaten Badung, Bali;BALI;51;KABUPATEN BADUNG;5103;;;;
1343;PT Angin Dingin Utara;;-8,6551688;115,1727213;Jl. Raya Kesambi no 1b, Kerobokan, Kuta Utara, Kabupaten Badung, Bali;BALI;51;KABUPATEN BADUNG;5103;;;;
1344;CV Agro Konjac Bali;;-8,1877838;114,9472735;Jalan Samudra Loka, Desa Lokapaksa, Lokapaksa, Seririt, Kabupaten Buleleng, Bali;BALI;51;KABUPATEN BULELENG;5108;;;;
1345;CV Agus Subarjo;;-8,1039827;115,0908982;Jalan Hasannudin Gang Attaufiq Singaraja, Kampung Kajanan, Buleleng, Kabupaten Buleleng, Bali;BALI;51;KABUPATEN BULELENG;5108;;;;
1346;PT Airkyndo Bali;;-8,6343911;115,1859517;PADANG SAMBIAN KM. 5, Padang Sambian Kaja, Denpasar Barat, Kota Denpasar, Bali;BALI;51;KOTA DENPASAR;5171;;;;
1347;PUD  Agro Selaparang;;-8,5794901;116,5159081;Jalan Koperasi No. 1, Aikmel Barat, Aikmel, Kabupaten Lombok Timur, Nusa Tenggara Barat;NUSA TENGGARA BARAT;52;KABUPATEN LOMBOK TIMUR;5203;;;;
1348;PR Abdurahman;;-8,5989732;118,4279933;Dusun pelita Rt,03 Rw,08, Mbawi, Dompu, Kabupaten Dompu, Nusa Tenggara Barat;NUSA TENGGARA BARAT;52;KABUPATEN DOMPU;5205;;;;
1349;PR Agustinah;;-8,7318929;118,4338345;Dusun Samakai, Jala, Hu'u, Kabupaten Dompu, Nusa Tenggara Barat;NUSA TENGGARA BARAT;52;KABUPATEN DOMPU;5205;;;;
1350;PR Abdullah;;-8,5100048;118,6468977;Dusun Sumbawa, Bontokape, Bolo, Kabupaten Bima, Nusa Tenggara Barat;NUSA TENGGARA BARAT;52;KABUPATEN BIMA;5206;;;;
1351;PR Agus Faesal Tanjung;;-8,4023927;116,1243735;DUSUN RANGSOT BARAT, Sigar Penjalin, Tanjung, Kabupaten Lombok Utara, Nusa Tenggara Barat;NUSA TENGGARA BARAT;52;KABUPATEN LOMBOK UTARA;5208;;;;
1352;PR Agustini;;-8,594764;116,089225;JL. SWASEMBADAARSI BLOK F NO 10 KEKALIK GERISAK, Kekalik Jaya, Sekarbela, Kota Mataram, Nusa Tenggara Barat;NUSA TENGGARA BARAT;52;KOTA MATARAM;5271;;;;
1353;PR Agus Erik Hermawan;;-8,421693;118,7372922;Lingkungan Radio Permain Rt.14,Rw.05,, Jatiwangi, Asakota, Kota Bima, Nusa Tenggara Barat;NUSA TENGGARA BARAT;52;KOTA BIMA;5272;;;;
1354;PR Adriana Naitboho;;-9,7276806;124,6358702;Telukh, Teluk, Amanuban  Timur, Kabupaten Timor Tengah Selatan, Nusa Tenggara Timur;NUSA TENGGARA TIMUR;53;KABUPATEN TIMOR TENGAH SELATAN;5304;;;;
1355;PR Anastasia Virginia Maru;;-8,8228041;121,8505679;Wolojita, RT 002/ RW 001 Kel. Wolojita Kec. Wolojita Kab. Ende, Wolojita, Wolojita, Kabupaten Ende, Nusa Tenggara Timur;NUSA TENGGARA TIMUR;53;KABUPATEN ENDE;5311;;;;
1356;PT AGRONUSA INVESTAMA;;1,380569;109,5129603;Dusun Senabah, Sendoyan, Sejangkung, Kabupaten Sambas, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN SAMBAS;6101;;;;
1357;PR Agustina;;0,8188885;109,4754718;"jalan Bakran Usman	RT/RW.002/001, Bumi Emas, Bengkayang, Kabupaten Bengkayang, Kalimantan Barat";KALIMANTAN BARAT;61;KABUPATEN BENGKAYANG;6102;;;;
1358;PR Agustina Rita Rosita Rengen;;0,8807955;109,4854061;Jalan Guna Baru, Sabalo, Bengkayang, Kabupaten Bengkayang, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN BENGKAYANG;6102;;;;
1359;PR Aket Nathalia, Ad;;0,8224192;109,467557;Jl.Bersama, Bumi Emas, Bengkayang, Kabupaten Bengkayang, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN BENGKAYANG;6102;;;;
1360;PT Agro Sukses Lestari;;0,220583;111,654099;DUSUN KUALA JAYA DESA NANGA LEBANG, NANGA LEBANG, KELAM PERMAI, Kabupaten Sintang, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN SINTANG;6107;;;;
1361;CV Agri Dyarma Kaliandra;;-0,0494096;109,3763695;Jl. Pemda, Komp.Ruko Sultan Mansion R-2 (Simpang Jl. Amanah), Paritmayor, Pontianak  Timur, Kota Pontianak, Kalimantan Barat;KALIMANTAN BARAT;61;KOTA PONTIANAK;6171;;;;
1362;CV Abirama;;-2,5699259;111,5647896;Jl pelita RT 2 ( jl Pbun- Kumai ), Pasir Panjang, Arut Selatan, Kabupaten Kotawaringin Barat, Kalimantan Tengah;KALIMANTAN TENGAH;62;KABUPATEN KOTAWARINGIN BARAT;6201;;;;
1363;PR Ane Mahrita;;-1,6941433;114,8418045;Jl. Padat Karya Gg. Haruan, Buntok Kota, Dusun Selatan, Kabupaten Barito Selatan, Kalimantan Tengah;KALIMANTAN TENGAH;62;KABUPATEN BARITO SELATAN;6204;;;;
1364;PR Arini Lestari;;-1,0643521;113,8941657;Jl.Bhayangkara RT.016 / RWN003 Kelurahan  Kurun Kec. Kurun Kab.Gunung Mas, Kurun, Kurun, Kabupaten Gunung Mas, Kalimantan Tengah;KALIMANTAN TENGAH;62;KABUPATEN GUNUNG MAS;6211;;;;
1365;PR Anwar Sadat;;-1,9782351;115,2368168;Jl. Pembangunan, Hayaping, Awang, Kabupaten Barito Timur, Kalimantan Tengah;KALIMANTAN TENGAH;62;KABUPATEN BARITO TIMUR;6212;;;;
1366;PR Agus Rifai;;-2,2053911;113,9400179;JL RINDANG BANUA GG. 10, Pahandut, Pahandut, Kota Palangka Raya, Kalimantan Tengah;KALIMANTAN TENGAH;62;KOTA PALANGKA RAYA;6271;;;;
1367;PR Abdul Hadi;;-2,4077611;115,4467006;Desa Riwa RT 03, Riwa, Batu Mandi, Kabupaten Balangan, Kalimantan Selatan;KALIMANTAN SELATAN;63;KABUPATEN BALANGAN;6311;;;;
1368;PR Ahmad Safillah;;-2,3338465;115,385978;Ds Sungai Tabuk RT 01, Sungai Tabuk, Lampihong, Kabupaten Balangan, Kalimantan Selatan;KALIMANTAN SELATAN;63;KABUPATEN BALANGAN;6311;;;;
1369;PR Ahyar;;-2,3042573;115,5858711;Hamarung, Hamarung, Juai, Kabupaten Balangan, Kalimantan Selatan;KALIMANTAN SELATAN;63;KABUPATEN BALANGAN;6311;;;;
1370;PR Alfianor;;-2,4074648;115,3489459;Teluk Karya RT 02, Teluk Karya, Lampihong, Kabupaten Balangan, Kalimantan Selatan;KALIMANTAN SELATAN;63;KABUPATEN BALANGAN;6311;;;;
1371;PR Alfiah;;-3,4279369;114,7158198;Jl.sriwijaya komp.keruing indah 3 blok.K.41, Landasan Ulin Utara, Liang Anggang, Kota Banjar Baru, Kalimantan Selatan;KALIMANTAN SELATAN;63;KOTA BANJAR BARU;6372;;;;
1372;PR 3kyla Kitchen;;-0,3980582;116,9895829;Jl.Am Sangaji, Kelurahan Baru, No.13, RT. 9, Kecamatan Tengggarong, Kampung Baru, Tenggarong, Kabupaten Kutai Kartanegara, Kalimantan Timur;KALIMANTAN TIMUR;64;KABUPATEN KUTAI KARTANEGARA;6403;;;;
1373;PR Ahmad Hanafi;;-0,4159907;116,9827208;Ponpon, Jl. Kartini, Loa Ipuh, Tenggarong, Kabupaten Kutai Kartanegara, Kalimantan Timur;KALIMANTAN TIMUR;64;KABUPATEN KUTAI KARTANEGARA;6403;;;;
1374;PR Adhy Pramono Soelistiyono;;2,1408422;117,3968996;JL. LAMIN ATAS RT 12, Teluk Bayur, Teluk Bayur, Kabupaten Berau, Kalimantan Timur;KALIMANTAN TIMUR;64;KABUPATEN BERAU;6405;;;;
1375;PT Agra Bareksa Indonesia;;-1,2653597;116,7608212;Jalan Propinsi RT.003, Buluminung, Penajam, Kabupaten Penajam Paser Utara, Kalimantan Timur;KALIMANTAN TIMUR;64;KABUPATEN PENAJAM PASER UTARA;6409;;;;
1376;CV Agro Persada;;-1,191445;116,9971999;Jalan Mulawarman Gang Hunian Gema Tani RT. 034 No. 049, Lamaru, Balikpapan  Timur, Kota Balikpapan, Kalimantan Timur;KALIMANTAN TIMUR;64;KOTA BALIKPAPAN;6471;;;;
1377;PT ALL RIG LIFTING INDONESIA;;-1,2560945;116,9239604;Jl Mulawarman RT02 No19B, Sepinggan, Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur;KALIMANTAN TIMUR;64;KOTA BALIKPAPAN;6471;;;;
1378;CV Adi Karya;;3,584221;116,647797;MALINAU KOTA, Malinau Kota, Malinau Kota, Kabupaten Malinau, Kalimantan Utara;KALIMANTAN UTARA;65;KABUPATEN MALINAU;6501;;;;
1379;PR Agnes Ashianty Welong;;3,5376551;116,6026063;RT 014, Tanjung Lapang, Malinau Barat, Kabupaten Malinau, Kalimantan Utara;KALIMANTAN UTARA;65;KABUPATEN MALINAU;6501;;;;
1380;PR Agustin Sili;;3,416905;116,431192;Desa setulang, Setulang, Malinau Selatan Hilir, Kabupaten Malinau, Kalimantan Utara;KALIMANTAN UTARA;65;KABUPATEN MALINAU;6501;;;;
1381;PR Achmadi;;3,602535;116,9172948;JL.PADAT KARYA, Tideng Pale Timur, Sesayap, Kabupaten Tana Tidung, Kalimantan Utara;KALIMANTAN UTARA;65;KABUPATEN TANA TIDUNG;6503;;;;
1382;PR Alfira Foods;;3,3078835;117,5901772;Jl lembaga rt 4 no 149 karang balik, Karang Balik, Tarakan Barat, Kota Tarakan, Kalimantan Utara;KALIMANTAN UTARA;65;KOTA TARAKAN;6571;;;;
1383;PR Abdul Rahman Masikome;;3,635631;125,5562102;Kampung Bowongkulu I, Bowongkulu I, Tabukan Utara, Kabupaten Kepulauan Sangihe, Sulawesi Utara;SULAWESI UTARA;71;KABUPATEN KEPULAUAN SANGIHE;7103;;;;
1384;PT Abira Wanua Jaya;;1,5349649;124,9042727;PERUM GPI JL. DAHLIA UTAMA II D NO. 12, Buha, Mapanget, Kota Manado, Sulawesi Utara;SULAWESI UTARA;71;KOTA MANADO;7171;;;;
1385;PT Astra International;;1,4557871;124,8102104;Jl. Wolter Monginsidi No. 123B, Malalayang I Barat, Malalayang, Kota Manado, Sulawesi Utara;SULAWESI UTARA;71;KOTA MANADO;7171;;;;
1386;PT Astra International;;1,4444281;125,1719561;Jl. Babe Palar No.81, Madidir Ure, Maesa, Kota Bitung, Sulawesi Utara;SULAWESI UTARA;71;KOTA BITUNG;7172;;;;
1387;PT Aquila Cobalt Nickel;;-2,7266797;121,822098;Jalan Hauling Desa Ulelere, Ululere, Bungku Timur, Kabupaten Morowali, Sulawesi Tengah;SULAWESI TENGAH;72;KABUPATEN MOROWALI;7203;;;;
1388;PT ARTABUMI SENTRA INDUSTRI;;-3,1054282;122,2994127;Jalan Poros Buleleng - Laroenai - Sambalagi, Laroenai, Bungku Pesisir, Kabupaten Morowali, Sulawesi Tengah;SULAWESI TENGAH;72;KABUPATEN MOROWALI;7203;;;;
1389;CV anugerah Kharisa;;-0,9154449;119,8860666;JALAN BATU  BATA INDAH NO 18.B, Tatura Utara, Palu Selatan, Kota Palu, Sulawesi Tengah;SULAWESI TENGAH;72;KOTA PALU;7271;;;;
1390;PT ASPAL INDONESIA;;-0,7378857;119,8612703;Jl. Ipi Rt.002 Rw.007, Panau, Tawaeli, Kota Palu, Sulawesi Tengah;SULAWESI TENGAH;72;KOTA PALU;7271;;;;
1391;PT Adimitra Pinus Utama;;-5,262134;119,560067;Jl. Home Base Armed, Nirannuang, Bontomarannu, Kabupaten Gowa, Sulawesi Selatan;SULAWESI SELATAN;73;KABUPATEN GOWA;7306;;;;
1392;PR Abd. Kadir;;-4,8378291;119,5939361;BELAE, Biraeng, Minasa Tene, Kabupaten Pangkajene Dan Kepul, Sulawesi Selatan;SULAWESI SELATAN;73;KABUPATEN PANGKAJENE DAN KEPULAUAN;7309;;;;
1393;PR Abam Moomkey;;-4,1379746;120,0317179;Jl. LASANGKURU, Paddupa, Tempe, Kabupaten Wajo, Sulawesi Selatan;SULAWESI SELATAN;73;KABUPATEN WAJO;7313;;;;
1394;PR ABD SAMAD BADO;;-4,1258146;120,0295113;Jl. A. Pawellangi, Tempe, Tempe, Kabupaten Wajo, Sulawesi Selatan;SULAWESI SELATAN;73;KABUPATEN WAJO;7313;;;;
1395;PR Abon Ayam Adem Ayem;;-3,925594;120,1906803;ALAUSALO, Anabanua, Maniangpajo, Kabupaten Wajo, Sulawesi Selatan;SULAWESI SELATAN;73;KABUPATEN WAJO;7313;;;;
1396;PR Ade Yuliana;;-5,1421748;119,4543198;Jl. Baiturrahman 01, Biring Romang, Manggala, Kota Makassar, Sulawesi Selatan;SULAWESI SELATAN;73;KOTA MAKASSAR;7371;;;;
1397;PR Afida Diah Pramesti TM;;-5,1545199;119,4351476;Jl. pelita 7 no.12a, Buakana, Rappocini, Kota Makassar, Sulawesi Selatan;SULAWESI SELATAN;73;KOTA MAKASSAR;7371;;;;
1398;CV Agro Cita Mandiri;;-5,0804142;119,5016973;JL. PROF DR.IR.SUTAMI NO.788 X RT.003, BULUROKENG, BIRINGKANAYA, Kota Makassar, Sulawesi Selatan;SULAWESI SELATAN;73;KOTA MAKASSAR;7371;;;;
1399;PR Aneka Gorengan Sardi;;-4,825237;122,7189758;Jl. Pelanduk Kel. Raha III, Kec. Katobu, Raha III, Katobu, Kabupaten Muna, Sulawesi Tenggara;SULAWESI TENGGARA;74;KABUPATEN MUNA;7402;;;;
1400;PR Amrullah Rahman;;-3,8975811;122,5026196;LALONGGASUMEETO, Lolanggasumeeto, Lalonggasumeeto, Kabupaten Konawe, Sulawesi Tenggara;SULAWESI TENGGARA;74;KABUPATEN KONAWE;7403;;;;
1401;PR Agustina;;-4,0520025;121,5971806;Jl. Haluoleo, Rante Angin, Rante Angin, Kabupaten Kolaka Utara, Sulawesi Tenggara;SULAWESI TENGGARA;74;KABUPATEN KOLAKA UTARA;7408;;;;
1402;PR Anwar;;-3,5119343;120,8872645;LINGK. PELABUHAN NO.7, Lasusua, Lasusua, Kabupaten Kolaka Utara, Sulawesi Tenggara;SULAWESI TENGGARA;74;KABUPATEN KOLAKA UTARA;7408;;;;
1403;PR Abd. Rahman. T;;-4,0595625;121,8164031;DUSUN III BARUGA, Lalosingi, Lalolae, Kabupaten Kolaka Timur, Sulawesi Tenggara;SULAWESI TENGGARA;74;KABUPATEN KOLAKA TIMUR;7411;;;;
1404;CV Akman Jaya;;-5,2565571;122,5782788;Desa Wakea kea, Bombonawulu, Gu, Kabupaten Buton Tengah, Sulawesi Tenggara;SULAWESI TENGGARA;74;KABUPATEN BUTON TENGAH;7414;;;;
1405;PR A. Sitti Nurlaelah;;-4,048453;122,560844;Jl. Haluoleo Lrg. Perum. Green Anduonohu, Andonohu, Poasia, Kota Kendari, Sulawesi Tenggara;SULAWESI TENGGARA;74;KOTA KENDARI;7471;;;;
1406;PR Ahmad Yusuf;;0,5924519;123,0577044;Dusun II Desa Dulohupa Kec. Telaga Kab. Gorontalo, Dulohupa, Telaga, Kabupaten Gorontalo, Gorontalo;GORONTALO;75;KABUPATEN GORONTALO;7502;;;;
1407;PR Baroqah Farm Gorontalo;;0,6021922;123,0999992;Desa Bulotalangi, Bulotalangi  Barat, Bulango Timur, Kabupaten Bone Bolango, Gorontalo;GORONTALO;75;KABUPATEN BONE BOLANGO;7504;;;;
1408;PR Angriyani L Moha;;0,8642075;122,9550349;Dusun hukolo, Desa Dambalo, Dambalo, Tomolito, Kabupaten Gorontalo Utara, Gorontalo;GORONTALO;75;KABUPATEN GORONTALO UTARA;7505;;;;
1409;PR Beta Meliyansy;;0,8045817;122,8930669;jl. Trans Sulawesi Dusun Bolongga, Mootinelo, Kwandang, Kabupaten Gorontalo Utara, Gorontalo;GORONTALO;75;KABUPATEN GORONTALO UTARA;7505;;;;
1410;PR Azryn Cookies Gorontalo;;0,5758082;123,0619913;Jalan Bina Taruna, Tanggikiki, Sipatana, Kota Gorontalo, Gorontalo;GORONTALO;75;KOTA GORONTALO;7571;;;;
1411;PR Abubakar Fakoubun;;-5,9225225;132,8721783;"wafol, Wafol, Kei Besar Selatan
Barat, Kabupaten Maluku Tenggara, Maluku";MALUKU;81;KABUPATEN MALUKU TENGGARA;8102;;;;
1412;PR Aisya Rommer;;-5,625983;132,6440285;ohoidertawun, Ohoidertawun, Kei Kecil, Kabupaten Maluku Tenggara, Maluku;MALUKU;81;KABUPATEN MALUKU TENGGARA;8102;;;;
